question,answer 
اعاني من رهاب اجتماعي منذ ٥ شهور لا أستطيع السيطرة عليه أصبحت حياتي اليومية كالجحيم و لا أستطيع زيارة طبيب نفسي هل آخذ دواء للقلق علما ان عمري١٦؟,انت في مقتبل العمر وهذا طبيعي في مثل سنك تحتاجين ان تصارحي المرشدة الطلابية ووالدتك للعمل على التغلب على المشكلة
مع اخبار الكورونا بقا يحصلي نوبات هلع كأني محبوسة في اصانصير والهوا هيروح مني مع ضربات قلب عالية ودا بيحصلي من الخوف والموضوع بجد بيبقي مرعب اوي بالنسبالي وبحس اني هموت ولما بهدا الموضوع دا بيروح عاوزا اعرف اتعامل ازاي مع الموضوع دا,لا تتابع اخبار كورونا الا 10 دقائق في اليوم التزم بنظام حياه يومي ثابت وان لم تنتهي المشكله راجع الطبيب النفسي
انا أشعر اني مصدر تعاسه الجميع و ان الجميع يكرهني و لاحظت اني اقوم بتصرفات و انساها في حين و اتذكرها في حين اخر و تختلف طريقه كلامي احيانا مع اصدقائي حتى انني اتفاجئ أحياناً..,انت في مرحلة انتقالية في عمرك وفي مقتبل الشباب وهذه التقلبات تحصل لمن هم في سنك ويتغلبون عليها يتنظيم نمط حياتهم اليومية وتنمية مهاراتهم بالتاني والاستشارة وتنمية الوعي بالذات وبالبيئة من حولك
عندما اتكلم مع اي شخص يخرج الكلام تلقائي وعادي طبيعي بدون ان افكر فيه والاحداث والتصرفات واتذكرها جيدا كسياقة السيارة مثلا ولكن احس اني في وقتها غير مدرك لنفسي هل هذا طبيعي,تحتاج الى مراجعة مختص للتشخيص الدقيق
"عمري 28 سنه متزوجه
كنت اخذ حبوب كيبرا للصرع لمده 4 سنوات وتعافيت وتركتهم منذ 4 سنوات والان اعاني من عصبيه زائدة تؤدي احيانا الى الانتحار واذيه النفس والمقابل ماذا افعل اي حبوب تهدأ حالتي",من الضروري متابعة طبيبك ومراجعته الدورية
الخوف من الامراض النفسيه ووساوس فكرية وقلق ودوخه لكن لايوثر على نومي وشهيتي وبدون اكتئاب وهل يمكن العلاج بدون دواء؟,نعم حالتك لاتحتاج دواء حاولي التحكم بمخاوفك وبطريقتك بالتفكير مع التوكل على الله
"اعتقد بأني مصابة باضطراب نفسي او شي من هذا القبيل.
سأقوم بارفاق صوره فيها ما اشعر .",انت في مقتبل العمر وتحتاجين لمشاورة متخصص يقوم بالتشخيص الدقيق بعد فحص الحالة
"اشعر بحزن فقد الشغف وطاقه واشعر دوما بالخمول والاكتأب افكاري مشتته ولا اعرف ماذا اريد اشعر نفسي وداخلي بفقد الحياه وليس لها طعم
افكر بالانتحار حتى حياتي الزوجيه ليس لها طعم",قد تكون اعراض اكتئاب يفضل مراجعة طبيب نفسي
"اتخيل اشياء تخوف
افكر باللنتحار دائما
عدم القدره على نوم
تفكيز الزائد
الحزن الشديد
خوف من كل شئ
البكاء على اتفه الاسباب
وجع فالراس
التشتت وشرود الدائم
والكثير",هذه اعراض نفسية هامه تتطلب سرعة التقييم والعلاج من قبل الطبيب النفسي
"السلام عليكم
قبل شهر تقريبا كنت أعاني من توتر وقلق بشكل يومي لمدة أسبوع لكن بعد أخد دواء Laroxyl لمدة أسبوعين بعد فصح طبي وتشخيص بالضغط العصبي، إختفت أعراض التوتر والقلق لكن إلى الآن أشعر بنبض في جانبين الرأس بشكل ملحوظ ودائم وداخل الرأس وفي الخلف
السؤال هل هاته الأغراض بسبب التوتر والضغط العصبي؟",نعم. يمكن ان يفيدك الاسترخاء لتخفيف الاعراض
لدي إكتءاب مع دهان وصف لي الطبيب ديباكين500 و[(سيريكويل200مجم1ليلا) وعند مراجعتي لطبيب آخر طلب مني استبدله ب(زيبراكسا 5مجم1]أيهما أفضل و أقل آتار جانبي؟,الافضل دائما في الادوية هو الدواء الذي يصفة لك طبيبك الذي شاهد الحالة ويتابعها
اظن ان الجميع يكرهني و ان كل من حولي ضدي و اسعى دائما الى ارضاء الناس و الكمال,انت في مقتبل العمر ويفيدك تطوير التفكير الايجابي في شخصيتك
هل يوجد نوع من الدواء (كبسول) اتنصح بي واخذة بحيث ينشطني وميخليني اشعر بالتعب وما افقد تركيزي شي يعلي من نشاطي وتركيزي احسن من الكافيين لان الكافين ديضرني من ناحية اخذة بنسبة كبيرة بالبداية اصحة بعدين انعس مباشرة بفترة ساعة من بعد اخذة وايضا سمعت بي هواي اشياء سلبية بكثرتة.!,"اوميغا3. وممكن مراجعة الطبيب وعمل فحوصات فيتامين دال وهرمون الغدة الدرقية
كماان ممارسة الرياضة وتنظيم الوقت مفيدة جدا"
اعاني من صعوبة النوم رغم النعاس الامر الذي سببلي قلق و توتر لدرجة البكاء ، و اصبح كلما يحين وقت النوم اتوتر و اخاف ان لا استطيع النوم، اريد دواء يعالج ذلك لا يسبب الادمان,تعديل نمط الحياة تنظيم الوقت وتحيد وقت محدد للنوم. الاستعداد للنوم بشكل جيد والتخلص من التوتر. من المفيد ايضا تجانب المنبهات بشكل تام مع ممارسة الرياضة والاسترخاء بشكل يومي
"عدم الشعور بل الرغبه للعمل
لا توجد لذه في الجنس
نسيان بسيط
الرغبه في العوده له",للتخلص من الكبتاجون عليك مراجعة طبيب نفسي بالعيادة
أفكر وأسولف داخل دماغي و أتحدث بصوت مسموع و لا استطيع التوقف مع كثرة الأفكار,يفضل مراجعة طبيب نفسي بالعيادة
